,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2020-07-01,AAPL,91.27999877929688,91.83999633789062,90.97750091552734,89.49456024169922,110737200.0,2.0,3.000854809738698,92.27654091334723,79.81425956272697,62.807105443515745,107.49902324238192,29.730531783249663,83.55096130371093,77.3630884806315,28.6200008392334,53.0683464268921
0,2020-07-01,AMGN,235.52000427246094,256.2300109863281,232.5800018310547,236.68336486816406,6575800.0,2.0,3.5838435071437402,229.03890717206792,197.31953246416253,61.27965931309677,271.0507784800885,46.80613855018442,211.75360310872395,212.81110000610352,28.6200008392334,53.0683464268921
0,2020-07-01,AXP,95.25,96.95999908447266,93.63999938964844,91.0784683227539,3301000.0,2.0,-0.38490228376832647,109.2153165773123,86.79878406966036,48.5048177487602,-66.30615354017647,3.142447593063416,96.18026529947916,89.70283597310384,28.6200008392334,53.0683464268921
0,2020-07-01,BA,185.8800048828125,190.61000061035156,180.0399932861328,180.32000732421875,49036700.0,2.0,5.443193477566666,220.72113910562044,160.93286327475064,50.92577107838858,24.220608346258853,15.932919876883023,176.4723347981771,155.6141675313314,28.6200008392334,53.0683464268921
0,2020-07-01,CAT,129.3800048828125,129.39999389648438,125.87999725341797,118.4557876586914,2807800.0,2.0,1.2494684251424815,128.2469432694418,111.29010812215975,52.865414147174526,35.69293354749833,14.457404372847105,117.2395383199056,111.57831954956055,28.6200008392334,53.0683464268921
0,2020-07-01,CRM,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600.0,2.0,4.192261923312401,195.07168718044136,169.0393128805938,58.104314301452995,139.95268558042542,29.22574697896621,180.1913335164388,170.94849955240886,28.6200008392334,53.0683464268921
0,2020-07-01,CSCO,46.540000915527344,46.720001220703125,46.0,42.31541061401367,17129500.0,2.0,0.26509386467159146,44.49101395185735,40.20778708879207,53.16054814792902,19.211387192055845,13.380576374222525,42.29917780558268,40.57799027760824,28.6200008392334,53.0683464268921
0,2020-07-01,CVX,89.27999877929688,90.7699966430664,87.55000305175781,78.07062530517578,6379400.0,2.0,-1.0229968253184012,91.20439517408026,73.76054394335138,47.829187932689926,-92.55948953584422,9.086242134949154,82.60231043497721,80.07367655436198,28.6200008392334,53.0683464268921
0,2020-07-01,DIS,112.81999969482422,115.5999984741211,112.29000091552734,113.01000213623047,11930900.0,2.0,-0.9699612124205572,127.25114297567484,106.44485693277244,49.235692276688525,-76.95780232579062,1.5594677137092288,117.63199971516927,111.37916641235351,28.6200008392334,53.0683464268921
0,2020-07-01,GS,198.8800048828125,199.74000549316406,195.52000427246094,187.01287841796875,2620100.0,2.0,0.5864408068712521,210.6953825783083,177.37832957989482,50.96275956112737,-35.681741292457396,3.6210869345612817,190.9605509440104,179.58064498901368,28.6200008392334,53.0683464268921
0,2020-07-01,HD,249.64999389648438,250.3300018310547,246.92999267578125,234.58384704589844,3677300.0,2.0,2.2482678031341266,244.33619177132422,225.35521142691798,55.50968434891243,20.586616594061507,8.254305556136101,233.52398478190105,218.80536651611328,28.6200008392334,53.0683464268921
0,2020-07-01,HON,145.22000122070312,146.47999572753906,142.97000122070312,137.39266967773438,2609500.0,2.0,-0.31356675893428587,154.4192250864437,127.67006782127113,49.99253044343709,-33.52597608476136,2.7678061866029,140.03771158854167,134.10275370279948,28.6200008392334,53.0683464268921
0,2020-07-01,IBM,114.98088073730469,115.8986587524414,113.16443634033203,98.80726623535156,4869967.0,2.0,-1.0552393496987094,112.09178624784995,93.63473505341959,47.48969888309224,-74.39789448271189,5.476160686110958,102.90493901570638,101.44244791666667,28.6200008392334,53.0683464268921
0,2020-07-01,INTC,59.90999984741211,60.029998779296875,58.7599983215332,53.713417053222656,14748100.0,2.0,-0.5268440127847427,58.882761479797345,51.5973631845093,48.71405661572617,-79.10158768317454,8.42366741494277,55.8174441019694,54.810495948791505,28.6200008392334,53.0683464268921
0,2020-07-01,JNJ,140.69000244140625,141.38999938964844,140.05999755859375,131.62684631347656,6174800.0,2.0,-1.56285200160562,139.55757455970468,128.4358855233031,46.815810012653245,-95.31588383456833,15.02381456066812,135.15060780843098,136.78176651000976,28.6200008392334,53.0683464268921
0,2020-07-01,JPM,94.88999938964844,95.70999908447266,93.02999877929688,85.90315246582031,18755700.0,2.0,-1.0198234649664215,103.87384629512175,80.768190905806,46.82894628557807,-79.35050273662718,2.3231892189599557,91.24193267822265,87.89337641398112,28.6200008392334,53.0683464268921
0,2020-07-01,KO,44.93000030517578,45.529998779296875,44.709999084472656,41.53707504272461,14316500.0,2.0,-0.41272808616838574,45.79811058109604,39.83933906490006,46.68584364032205,-78.28535917234406,12.141321439276625,42.76493822733561,42.489661026000974,28.6200008392334,53.0683464268921
0,2020-07-01,MCD,184.9499969482422,186.44000244140625,183.72000122070312,174.50787353515625,2193800.0,2.0,-0.692548314966217,190.0715594547673,167.57221190753737,49.65615283717566,-58.579146070821686,2.668794474925674,177.87232309977213,173.81993255615234,28.6200008392334,53.0683464268921
